timestamp,source_data,fit_point_count,rmse_cell_V,max_abs_error_cell_V,xi1,xi2,xi3,xi4,contact_resistance_ohm,concM_V,concN_1_A,mean_eta_act_V,mean_eta_ohm_V,mean_eta_con_V
2026-06-03 15:25:35,E:\agentwork_pemfc_cEGR_0519\01_自吸方案\01_车载系统_10kW_GZS60_v3\00_输入参数\全电流段极化标定\full_range_polarization_data.csv,13,0.0179124454856191,0.0436643769059921,-0.975798591569435,0.00288367046735823,7.61251080911271e-05,-0.000193266665307073,4.36233607847956e-05,3.00285295174716e-05,0.00800761925330764,0.440863126619413,0.0544008433636753,0.00220747131538253
