timestamp,fit_point_count,rmse_cell_V,max_abs_error_cell_V,xi1,xi2,xi3,xi4,contact_resistance_ohm,concM_V,concN_1_A,fit_scope
2026-06-05 09:44:30,13,0.0035509849450711,0.00946333109369568,-1.08164062972749,0.00240153956241185,4.27186497451009e-05,-2.49352512957415e-05,8.96899118006634e-05,3.96970091409568e-05,0.00915393335648839,stage2_internal_state_no_egr
