parameter_pack,dry_out_humidity_RMSE_gpkg,wet_out_humidity_RMSE_gpkg,dry_out_RH_RMSE_pct,dry_out_dewpoint_RMSE_C,wet_out_dewpoint_RMSE_C,dry_out_T_RMSE_C,wet_out_T_RMSE_C,dry_transfer_RMSE_g_s,wet_transfer_RMSE_g_s,dry_dp_RMSE_kPa,wet_dp_RMSE_kPa
best_fit,8.26987034282166,18.1863062059843,9.100344707109,1.59585319360187,3.3255647787816,2.14892929514404,2.31047219958528,0.465015038011098,0.709323379833827,0.435743558748494,0.386360551486616
conservative_low_humidification,17.8007817448033,10.8760075746148,16.5707454092716,3.52951289269494,1.88747938935913,2.59050915176044,2.75455805914136,1.02345281770632,0.679240722438164,0.435743558748494,0.386360551486616
optimistic_high_humidification,7.36546526491049,27.2516448502025,4.5630866406711,1.8677556859583,5.13755006113037,1.83351184991805,2.10725192941456,0.759299544624798,1.24429523053156,0.435743558748494,0.386360551486616
dry_priority,8.26987034282166,18.1863062059843,9.100344707109,1.59585319360187,3.3255647787816,2.14892929514404,2.31047219958528,0.465015038011098,0.709323379833827,0.435743558748494,0.386360551486616
wet_priority,20.2779422578819,3.8165766721919,17.2160610873624,3.9495462560805,0.626375649751725,2.09873674680882,2.13463832102255,0.953456280107006,0.197203303508974,0.435743558748494,0.386360551486616
balanced_envelope,12.6395108064063,12.906267157268,20.2080976601116,2.36928909695382,2.26648514423094,5.0312254140186,8.14539107921365,0.658113752887715,0.482345655909479,0.371439699909269,0.38882329102921
