model,flow_slpm,low_flow_flag,dry_side_gain_g_s,wet_side_loss_g_s,water_balance_residual_g_s,water_balance_relative_error_pct,dry_to_wet_transfer_ratio,dry_out_omega_gpkg,wet_out_omega_gpkg,dry_dp_kPa,wet_dp_kPa,data_quality_label,calibration_use_level,suspected_issue
GZS80P,1425,1,3.21337787762058,1.95762747409302,1.25575040352756,39.0788276807772,1.6414654576246,121.75260496086,113.043695587517,2.3,2.9,low_flow|water_balance_risk,dry_priority_only,low_flow_and_water_balance_risk
GZS80P,2895,0,4.58312328124234,3.32876226109707,1.25436102014527,27.3691311180539,1.37682505440682,104.007945584838,122.942235926853,3.69999999999999,6.7,water_balance_risk,dry_priority_only,no_major_issue
GZS80P,3619,0,4.92860722815485,3.50705132604904,1.42155590210581,28.8429537250426,1.40534220059656,95.9111924782901,119.776295739995,5.90000000000001,9.2,water_balance_risk,dry_priority_only,no_major_issue
GZS80P,4000,0,6.34502146125389,5.12580766608696,1.21921379516693,19.2152824480123,1.23785788983723,104.789340790404,146.658193504346,6.2,10.2,ok,dual_side_fit_candidate,no_major_issue
GZS80P,5000,0,6.10150157114661,5.82134606769024,0.280155503456368,4.59158291101972,1.048125553815,85.5627696300452,128.900616792621,8.59999999999999,14.8,ok,dual_side_fit_candidate,no_major_issue
GZS80P,6000,0,5.54155143093625,6.5392495558183,-0.997698124882057,15.2570737110706,0.847429262889295,61.736417511758,104.221949491113,10.1,17.5,ok,dual_side_fit_candidate,no_major_issue
