case_id,case_index,current_A,egr_fraction_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,Q_cool_bench_signed_W,h_cool_effective_W_K,V_cell_bench,V_cell_error,condition_target,pO2_ca_in_noEGR_kPa,pO2_ca_in_ratio_target,pO2_ca_in_target_kPa,pO2_ca_in_ratio_actual,pO2_ca_in_ratio_error,lookup_quality,study_type,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,normal_operation_ok,risk_label
bench_152A,4,152,0.45,0.737684600190198,1794.04894766256,7.92133867703893,158.490528350706,66.5832551804929,86.1883595852561,1255.67905233744,789.940343367505,374.247572857244,5.30277652743183,1.48471605942893,0.00208173,0.000790858954371153,0.000966605388675854,0.000790858954371153,0.45,3000,89.8856483258485,28.0114351674152,1.19565145571979,59.9453364679816,0,143.170083066148,65.9970154152874,171.181518233563,94.6496749643961,63.8,171.181518233563,0.134721004739661,23.0617461292863,0.852523163812861,69.5832551804929,0,6,65.9,69.3,1421.2,1156.14248661486,0.7338,0.00388460019019843,pO2_ca_in_ratio,32.9310350905214,0.7,23.051724563365,0.700304319797229,0.000304319797229224,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.1,0.714981306533295,2608.25180623346,14.2016722580415,175.871509332466,71.3358037643742,345.695726891435,1966.34019376654,1196.98411429559,417.01531996483,6.64503261468441,1.65928548062473,0.00259462,0.00022454990984027,0.00202094918856243,0.00022454990984027,0.1,3000,97.4300355582565,27.2569964441743,1.16619190446436,64.6382514852183,0,164.009170795802,69.096338138772,191.266167239977,93.8848112656638,68.6,191.266167239977,0.179609418792478,34.3532051326372,0.655674966926865,74.3358037643742,0,6,70.3,75.5,2173.6,1155.6089632661,0.7102,0.004781306533295,pO2_ca_in_ratio,36.3920985313425,0.95,34.5724936047754,0.943974283402499,-0.00602571659750073,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.15,0.714473411725888,2606.39900597604,13.314451948057,175.681417546974,71.3372731484417,345.7741136419,1968.19299402396,1198.68320654203,417.028542853702,6.70713098632308,1.62386455990436,0.00259462,0.000339876174154005,0.00192596498687269,0.000339876174154005,0.15,3000,97.7480788043111,27.2251921195689,1.16599798649958,64.614917592923,0,164.009170795802,69.3514440517052,191.234362915371,94.13096873787,68.6,191.234362915371,0.173549572236112,33.188641880808,0.685181236607196,74.3372731484417,0,6,70.3,75.5,2173.6,1155.60998406528,0.7102,0.00427341172588835,pO2_ca_in_ratio,36.3920985313425,0.9,32.7528886782083,0.911973841031027,0.0119738410310269,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.25,0.713090847808937,2601.355412807,11.1439032230307,175.262950362061,71.341292742716,345.994582805119,1973.236587193,1203.33116674434,417.064714792788,6.84612285075035,1.53289541960993,0.00259462,0.000577665104402011,0.00173299531320603,0.000577665104402011,0.25,3000,98.4457221171335,27.1554277882867,1.16557261802205,64.5571281665268,0,164.009170795802,69.8780741881411,191.164598584089,94.635436894204,68.6,191.164598584089,0.159343988029486,30.4609295084446,0.748195708655762,74.341292742716,0,6,70.3,75.5,2173.6,1155.61274690703,0.7102,0.00289084780893734,pO2_ca_in_ratio,36.3920985313425,0.85,30.9332837516411,0.837020417556034,-0.0129795824439665,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.3,0.712096363850674,2597.72753532726,9.79011206515255,175.030717762377,71.3441998677461,346.155731872282,1976.86446467274,1206.69274579636,417.090875695077,6.92511130902157,1.47345264850298,0.00259462,0.000700658306203237,0.00163486938114089,0.000700658306203237,0.3,3000,98.8334065884914,27.1166593411509,1.16533623826995,64.521076744837,0,164.009170795802,70.1509791719599,191.125830136953,94.8945163230733,68.6,191.125830136953,0.150850263434654,28.8313818253264,0.782053434243645,74.3441998677461,0,6,70.3,75.5,2173.6,1155.61472766799,0.7102,0.0018963638506736,pO2_ca_in_ratio,36.3920985313425,0.8,29.113678825074,0.792242904060492,-0.0077570959395078,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.35,0.71073318841757,2592.75467134729,8.18643297124513,174.779770913443,71.3482157477731,346.361091194736,1981.83732865271,1211.33644942669,417.127014508134,7.01277352314289,1.40072753281572,0.00259462,0.000826828053721724,0.00153553781405463,0.000826828053721724,0.35,3000,99.2547648188805,27.074523518112,1.16507932688606,64.4787117435159,0,164.009170795802,70.4315480534795,191.083694313914,95.158838420798,68.6,191.083694313914,0.141082382040434,26.9585427628931,0.81777885216599,74.3482157477731,0,6,70.3,75.5,2173.6,1155.61748809834,0.7102,0.000533188417569552,pO2_ca_in_ratio,36.3920985313425,0.75,27.2940738985069,0.740780110266935,-0.00921988973306453,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.4,0.70866205265334,2585.19916807939,6.22509659953423,174.468274141089,71.35445576029,346.558204591883,1989.39283192061,1218.55230933525,417.183170678518,7.09914731495907,1.30822446609067,0.00259462,0.000954677049835136,0.0014320155747527,0.000954677049835136,0.4,3000,99.7148528042256,27.0285147195774,1.16479880111844,64.4283480798543,0,164.009170795802,70.7170367485256,191.03768551538,95.4250128817092,68.6,191.03768551538,0.129707116696033,24.7789473684835,0.855413967763457,74.35445576029,0,6,70.3,75.5,2173.6,1155.62203292445,0.7102,-0.00153794734665957,pO2_ca_in_ratio,36.3920985313425,0.7,25.4744689719397,0.680888114961074,-0.0191118850389262,review,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.1,0.701107659246418,2983.91419775275,14.063073746747,183.906236691729,74.4019055938086,513.809203395018,2353.10980224725,1388.64330412706,444.606874160209,6.05042056495851,1.60701578813952,0.002868305,0.00025617159126513,0.00230554432138617,0.00025617159126513,0.1,3000,102.703795241142,26.7296204758858,1.15315076871795,66.8119985800398,0,174.531415673878,72.664489977848,201.261036149764,95.8418022152684,72.2,201.261036149764,0.176895948531929,35.6022618922313,0.653281250931795,77.4019055938086,0,6,73.2,79.2,2508,1155.36803496083,0.7012,-9.23407535822207e-05,pO2_ca_in_ratio,37.8671467037208,0.95,35.9737893685348,0.940188659335481,-0.00981134066451861,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.15,0.700534489148858,2981.47478581754,13.0721845215389,183.679788216609,74.4038714689955,513.894185989555,2355.54921418246,1390.91655485263,444.62456533724,6.1139080030361,1.56989738631406,0.002868305,0.00038802026016121,0.00219878147424686,0.00038802026016121,0.15,3000,103.05177945984,26.694822054016,1.15295138672282,66.7754471517805,0,174.531415673878,72.9038235249775,201.226237727894,96.0684559461448,72.2,201.226237727894,0.17046334708512,34.301698004443,0.681660655530951,77.4038714689955,0,6,73.2,79.2,2508,1155.36964756972,0.7012,-0.000665510851141859,pO2_ca_in_ratio,37.8671467037208,0.9,34.0804320333487,0.905843217415494,0.00584321741549354,good,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.2,0.699827840993745,2978.46729126938,11.9380433051107,183.437604204881,74.4063234517251,513.975154072594,2358.55670873062,1393.75198306467,444.646631562445,6.18294003091314,1.52600911542947,0.002868305,0.000522729510635562,0.00209091804254225,0.000522729510635562,0.2,3000,103.422854857769,26.657714514223,1.15273877434212,66.7343245223006,0,174.531415673878,73.1486169511543,201.189130188101,96.2989837906337,72.2,201.189130188101,0.163311478406258,32.8564942902878,0.711390710406617,77.4063234517251,0,6,73.2,79.2,2508,1155.37170488686,0.7012,-0.00137215900625554,pO2_ca_in_ratio,37.8671467037208,0.85,32.1870746981627,0.86767811019306,0.0176781101930598,review,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.3,0.697530424335095,2968.68948597017,8.85296756907234,182.61151352162,74.414461656346,514.184213344012,2368.33451402983,1403.16300816839,444.719871222847,6.26742129458926,1.39510187693776,0.002868305,0.000792039170937464,0.00184809139885408,0.000792039170937464,0.3,3000,104.239050890097,26.5760949109903,1.15227112441836,66.6342711071248,0,174.531415673878,73.6395768864722,201.107510584868,96.7552348518985,72.2,201.107510584868,0.1462964090994,29.4213066414858,0.774766636515179,77.414461656346,0,6,73.2,79.2,2508,1155.37859992231,0.7012,-0.00366957566490467,pO2_ca_in_ratio,37.8671467037208,0.8,30.2937173629767,0.776961276530372,-0.0230387234696277,review,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.3,0.697530424335095,2968.68948597017,8.85296756907234,182.61151352162,74.414461656346,514.184213344012,2368.33451402983,1403.16300816839,444.719871222847,6.26742129458926,1.39510187693776,0.002868305,0.000792039170937464,0.00184809139885408,0.000792039170937464,0.3,3000,104.239050890097,26.5760949109903,1.15227112441836,66.6342711071248,0,174.531415673878,73.6395768864722,201.107510584868,96.7552348518985,72.2,201.107510584868,0.1462964090994,29.4213066414858,0.774766636515179,77.414461656346,0,6,73.2,79.2,2508,1155.37859992231,0.7012,-0.00366957566490467,pO2_ca_in_ratio,37.8671467037208,0.75,28.4003600277906,0.776961276530372,0.0269612765303724,review,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.35,0.695508619341521,2960.08468391751,6.78856179099071,181.978474007396,74.4214335291262,514.661654819622,2376.93931608249,1411.22451965374,444.78260852904,6.27053308008411,1.30299753499774,0.002868305,0.000921541843011896,0.00171143485130781,0.000921541843011896,0.35,3000,104.684994220142,26.5315005779858,1.15201561550135,66.5734730718114,0,174.531415673878,73.8771952109937,201.062916251864,96.9717621287365,72.2,201.062916251864,0.136149116282781,27.37453836493,0.80810868525455,77.4214335291262,0,6,73.2,79.2,2508,1155.3838059966,0.7012,-0.00569138065847929,pO2_ca_in_ratio,37.8671467037208,0.7,26.5070026926046,0.722909982606115,0.0229099826061148,review,constant_pO2_ratio_lookup,1,1,1,1,1,1,ok
