case_id,case_index,current_A,egr_fraction_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,Q_cool_bench_signed_W,h_cool_effective_W_K,V_cell_bench,V_cell_error,condition_target,V_cell_target,V_cell_target_error,lookup_quality,study_type,oxygen_ok,thermal_ok,humidity_ok,pressure_order_ok,dq60_map_ok,normal_operation_ok,risk_label
bench_114A,3,114,0.45,0.754434659779185,1376.08881943723,11.1119764036716,149.772662691054,64.879619437319,-6.53763398573524,911.207180562767,554.680693179925,358.916705688551,4.14741568002644,1.81813720104903,0.00194381,0.000667615622498086,0.000815974649719883,0.000667615622498086,0.45,3000,89.3834720244645,28.0616527975536,1.21087987980419,59.7323848578874,0,133.069370219716,64.2163655083021,161.131023017269,94.7930210527319,62.3,161.131023017269,0.148792587473006,23.975101836912,0.800927319939457,67.879619437319,0,6,64.4,66.3,794.199999999996,1156.50169701317,0.7504,0.0040346597791846,V_cell,0.75,0.00443465977918456,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_114A,3,114,0.5,0.753628679953735,1374.61871223561,9.96521690042039,149.646709138722,64.8807973839624,-6.47162037361198,912.677287764388,556.042779558042,358.927305888069,4.17882269188822,1.73970036330837,0.00194381,0.000747231108846693,0.000747231108846693,0.000747231108846693,0.5,3000,89.665781821991,28.0334218178009,1.21066772745309,59.7166842891402,0,133.069370219716,64.4453515404864,161.102792037517,95.0139700563668,62.3,161.102792037517,0.140810079770612,22.6848969980711,0.827086352399323,67.8807973839624,0,6,64.4,66.3,794.199999999996,1156.50125833778,0.7504,0.00322867995373477,V_cell,0.75,0.00362867995373473,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0,0.701990270419184,2987.67059090405,15.7175998846058,184.319407170932,74.3989051619061,513.663161282309,2349.35340909595,1385.17377996359,444.579873193929,5.93659465612086,1.6661348776395,0.002868305,0,0.0025160156776436,0,0,3000,102.064156716496,26.7935843283504,1.15351725776645,66.8741025527044,0,174.531415673878,72.2,201.325000002229,95.3988563192653,72.2,201.325000002229,0.188089639653802,37.8671467037208,0.600000000006642,77.3989051619061,0,6,73.2,79.2,2508,1155.36559852775,0.7012,0.000790270419183892,V_cell,0.7,0.00199027041918398,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.05,0.701584831191795,2985.94504155228,14.9380093644179,184.118906682452,74.400279928312,513.731695717069,2351.07895844772,1386.76347535813,444.592244720894,5.99154265163351,1.63875045978599,0.002868305,0.000126908950682766,0.00241127006297256,0.000126908950682766,0.05,3000,102.375482123295,26.7624517876705,1.15333887990502,66.8446970045348,0,174.531415673878,72.4300392747843,201.293867461549,95.6186947081919,72.2,201.293867461549,0.182738571791532,36.7841538503174,0.626102632806914,77.400279928312,0,6,73.2,79.2,2508,1155.36671292034,0.7012,0.000384831191794666,V_cell,0.7,0.00158483119179476,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.1,0.701107659246418,2983.91419775275,14.063073746747,183.906236691729,74.4019055938086,513.809203395018,2353.10980224725,1388.64330412706,444.606874160209,6.05042056495851,1.60701578813952,0.002868305,0.00025617159126513,0.00230554432138617,0.00025617159126513,0.1,3000,102.703795241142,26.7296204758858,1.15315076871795,66.8119985800398,0,174.531415673878,72.664489977848,201.261036149764,95.8418022152684,72.2,201.261036149764,0.176895948531929,35.6022618922313,0.653281250931795,77.4019055938086,0,6,73.2,79.2,2508,1155.36803496083,0.7012,-9.23407535822207e-05,V_cell,0.7,0.00110765924641787,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.15,0.700534489148858,2981.47478581754,13.0721845215389,183.679788216609,74.4038714689955,513.894185989555,2355.54921418246,1390.91655485263,444.62456533724,6.1139080030361,1.56989738631406,0.002868305,0.00038802026016121,0.00219878147424686,0.00038802026016121,0.15,3000,103.05177945984,26.694822054016,1.15295138672282,66.7754471517805,0,174.531415673878,72.9038235249775,201.226237727894,96.0684559461448,72.2,201.226237727894,0.17046334708512,34.301698004443,0.681660655530951,77.4038714689955,0,6,73.2,79.2,2508,1155.36964756972,0.7012,-0.000665510851141859,V_cell,0.7,0.00053448914885823,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.2,0.699827840993745,2978.46729126938,11.9380433051107,183.437604204881,74.4063234517251,513.975154072594,2358.55670873062,1393.75198306467,444.646631562445,6.18294003091314,1.52600911542947,0.002868305,0.000522729510635562,0.00209091804254225,0.000522729510635562,0.2,3000,103.422854857769,26.657714514223,1.15273877434212,66.7343245223006,0,174.531415673878,73.1486169511543,201.189130188101,96.2989837906337,72.2,201.189130188101,0.163311478406258,32.8564942902878,0.711390710406617,77.4063234517251,0,6,73.2,79.2,2508,1155.37170488686,0.7012,-0.00137215900625554,V_cell,0.7,-0.000172159006255446,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.25,0.698925910489689,2974.62867504412,10.6236218364729,183.177278523402,74.4095791526315,513.943149785571,2362.39532495588,1397.51717488817,444.675933510688,6.25906677145696,1.47344668125778,0.002868305,0.000660627299958074,0.00198188189987422,0.000660627299958074,0.25,3000,103.82148898243,26.617851101757,1.15251037183755,66.6876911403271,0,174.531415673878,73.399614760589,201.149266775635,96.5338043193755,72.2,201.149266775635,0.155266483284979,31.2317392676049,0.742654192593614,77.4095791526315,0,6,73.2,79.2,2508,1155.3747200816,0.7012,-0.00227408951031105,V_cell,0.7,-0.00107408951031096,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.3,0.697530424335095,2968.68948597017,8.85296756907234,182.61151352162,74.414461656346,514.184213344012,2368.33451402983,1403.16300816839,444.719871222847,6.26742129458926,1.39510187693776,0.002868305,0.000792039170937464,0.00184809139885408,0.000792039170937464,0.3,3000,104.239050890097,26.5760949109903,1.15227112441836,66.6342711071248,0,174.531415673878,73.6395768864722,201.107510584868,96.7552348518985,72.2,201.107510584868,0.1462964090994,29.4213066414858,0.774766636515179,77.414461656346,0,6,73.2,79.2,2508,1155.37859992231,0.7012,-0.00366957566490467,V_cell,0.7,-0.00246957566490458,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.35,0.695508619341521,2960.08468391751,6.78856179099071,181.978474007396,74.4214335291262,514.661654819622,2376.93931608249,1411.22451965374,444.78260852904,6.27053308008411,1.30299753499774,0.002868305,0.000921541843011896,0.00171143485130781,0.000921541843011896,0.35,3000,104.684994220142,26.5315005779858,1.15201561550135,66.5734730718114,0,174.531415673878,73.8771952109937,201.062916251864,96.9717621287365,72.2,201.062916251864,0.136149116282781,27.37453836493,0.80810868525455,77.4214335291262,0,6,73.2,79.2,2508,1155.3838059966,0.7012,-0.00569138065847929,V_cell,0.7,-0.0044913806584792,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_266A,6,266,0.4,0.692220542977173,2946.09063091085,4.39938456865515,181.31537122638,74.4327339564267,515.473111334728,2390.93336908915,1424.29100176269,444.884296145614,6.28495984611961,1.19641323206548,0.002868305,0.00105019465121009,0.00157529197681514,0.00105019465121009,0.4,3000,105.166751681862,26.4833248318138,1.15173958642093,66.5040822950948,0,174.531415673878,74.1154788034006,201.014740505692,97.1859738218958,72.2,201.014740505692,0.124524990243962,25.0313586003638,0.842862073687593,77.4327339564267,0,6,73.2,79.2,2508,1155.39204086762,0.7012,-0.00897945702282676,V_cell,0.7,-0.00777945702282667,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.45,0.704767555877344,2570.99204384055,3.70394126223853,173.875092895954,71.3659730990708,347.334104990388,2003.59995615945,1231.86973371739,417.286811209538,7.10930624213085,1.18346727244913,0.00259462,0.00107097136111747,0.00130896499692135,0.00107097136111747,0.45,3000,100.194622265298,26.9805377734702,1.16450627512203,64.3690691091357,0,164.009170795802,70.9796776980165,190.989708569272,95.664920617679,68.6,190.989708569272,0.116865093980941,22.3200302413405,0.893236912488841,74.3659730990708,0,6,70.3,75.5,2173.6,1155.62928819797,0.7102,-0.0054324441226562,V_cell,0.7,0.0047675558773439,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_228A,5,228,0.5,0.692376615515365,2525.78989340005,0.704580183453976,173.257330529538,71.4020590414972,350.414952330494,2048.80210659995,1273.59400571925,417.611523074428,7.18162547577326,1.03492433455986,0.00259462,0.00118645890526139,0.00118645890526139,0.00118645890526139,0.5,3000,100.72571509363,26.927428490637,1.16418245613937,64.2999418521661,0,164.009170795802,71.2527870523939,190.936599286439,95.9115199859049,68.6,190.936599286439,0.101738596352069,19.4256216036399,0.932829471389228,74.4020590414972,0,6,70.3,75.5,2173.6,1155.64952308641,0.7102,-0.0178233844846348,V_cell,0.7,-0.00762338448463473,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0,0.646347804675434,5108.73304815463,16.7852256819228,224.733377433831,78.7899127985255,586.597985728614,4802.88295184537,3712.05805926878,484.097483227015,20.129423620957,1.51113184773327,0.005066405,0,0.00419190807003271,0,0,3000,137.574560062778,23.6819079952917,1.10403086597847,81.8365985446961,0,227.643092004949,74.3,251.325000000241,90.3724322844808,74.3,251.325000000241,0.193879316668559,48.7267192617724,0.500000000000479,81.7899127985255,0,7.5,75.9,85,4754.75,1284.4879129788,0.6469,-0.000552195324565852,V_cell,0.65,-0.00365219532456584,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.05,0.64585949379924,5104.87343898919,15.7957463972516,224.400235911716,78.7926606413577,586.695746838624,4806.74256101081,3715.58894379623,484.122211857283,20.3356585186687,1.48568566362188,0.005066405,0.000211649746380584,0.0040213451812311,0.000211649746380584,0.05,3000,138.10104965565,23.6424212758263,1.10385740708228,81.7784209093086,0,227.643092004949,74.6129544151988,251.285513280776,90.673960808063,74.3,251.285513280776,0.187983032496661,47.2374128090002,0.538981191651076,81.7926606413577,0,7.5,75.9,85,4754.75,1284.48836710146,0.6469,-0.00104050620076035,V_cell,0.65,-0.00414050620076034,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.1,0.64528170273705,5100.30657843365,14.6919471664124,224.044771637305,78.7959243073062,586.817380194478,4811.30942156635,3719.78262770892,484.151582418152,20.5578312448,1.456415854805,0.005066405,0.000427690702435957,0.00384921632192361,0.000427690702435957,0.1,3000,138.65663041147,23.6007527191398,1.1036743637212,81.7142846488832,0,227.643092004949,74.9326772261731,251.243844724089,90.9810874735352,74.3,251.243844724089,0.181590488353359,45.6234924592229,0.579761243313264,81.7959243073062,0,7.5,75.9,85,4754.75,1284.48889990813,0.6469,-0.0016182972629496,V_cell,0.65,-0.00471829726294959,good,constant_voltage_lookup,1,1,1,1,1,1,ok
bench_494A,9,494,0.15,0.644582329406299,5094.77873162739,13.4498706783531,223.663756011194,78.7998900643896,586.972727938594,4816.83726837261,3724.87844989025,484.187271124948,20.7988194188201,1.42243400688562,0.005066405,0.000648607422219439,0.00367544205924349,0.000648607422219439,0.15,3000,139.24583206432,23.556562595176,1.10348024351498,81.64321279854,0,227.643092004949,75.2599838839654,251.199654600125,91.2944358593284,74.3,251.199654600125,0.174606911313646,43.8611958127826,0.622572528905874,81.7998900643896,0,7.5,75.9,85,4754.75,1284.48953828679,0.6469,-0.00231767059370069,V_cell,0.65,-0.00541767059370069,good,constant_voltage_lookup,1,1,1,1,1,1,ok
