condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,case_label,solve_status,condition_target,current_density_target_A_cm2,pO2_ca_in_noEGR_kPa,pO2_ca_in_target_kPa,pO2_ca_in_target_error_kPa,abs_pO2_error_kPa,pressure_order_ok,dq60_speed_min_flow_lpm,dq60_speed_max_flow_lpm,dq60_speed_flow_in_grid,air_flow_control,lookup_quality,study_type,pO2_target_ok,oxygen_ok,thermal_ok,humidity_ok,dq60_global_map_ok,dq60_operating_map_ok,normal_operation_ok,risk_label
constant_pO2_DQ60_two_point,j0.10_boundary_038A,1,38,0.1,38,0.1,0,1,49.7,0.795989944779641,483.961886426022,18.2062582118464,136.245223115523,61.7074477785523,-178.762725371378,278.470113573978,124.719181265611,330.370605261478,2.14305241826627,3.11058069398807,0.001071035,0,0.000690570341791254,0,0,3000,57.0499440999394,29,1.25817939016247,39.0963808647116,1,112.325,58.9,141.325,95.2217555982538,58.9,141.325,0.187025321958766,26.4313536258226,0.8,64.7074477785523,0,5.5,61.6,60.6,1160.7422968259,baseline_j0p10_EGR0,no_egr_reference,pO2_ca_in,0.1,26.4313536258226,26.4313536258226,0,0,1,80,450,0,two_point_fixed_representative_DQ60_point,good,constant_pO2_DQ60_speed_flow,1,1,1,1,0,0,0,dq60_map_boundary
constant_pO2_DQ60_two_point,j0.10_boundary_038A,1,38,0.1,38,0.1,0.25,4,198.8,0.795570815982292,483.707056117234,22.3982557429571,137.298287678041,61.7023222830789,-171.708715471897,278.724943882766,118.773588317629,330.32433472202,1.33573631501505,0,0.00428414,0.00010420332401484,0.00031260997204452,0.00010420332401484,0.25,4000,229.267597978629,32.3049301516028,1.28760231606145,173.355840537554,0,112.325,60.1575621304076,144.629930151603,100.420806018144,58.9,144.629930151603,0.183307277405561,26.5117187274467,0.826164028473758,64.7023222830789,0,5.5,61.6,60.6,1160.77930186522,representative_j0p10_EGR0p25_DQ60_4000rpm_flowScale4,representative_DQ60_map_point_no_search,pO2_ca_in,0.1,26.4313536258226,26.4313536258226,0.0803651016241638,0.0803651016241638,1,170,590,1,two_point_fixed_representative_DQ60_point,good,constant_pO2_DQ60_speed_flow,1,0,1,1,1,1,0,oxygen_limit
