time_s,test_id,steady_state_flag,stack_current_A,cell_voltage_V,stack_voltage_V,stack_temperature_C,coolant_inlet_T_C,coolant_outlet_T_C,coolant_flow_L_min,air_compressor_speed_rpm,air_compressor_flow_kg_s,air_compressor_inlet_p_kPa_abs,air_compressor_outlet_p_kPa_abs,air_compressor_inlet_T_C,air_compressor_outlet_T_C,air_compressor_power_W,stack_cathode_inlet_p_kPa_abs,stack_cathode_inlet_T_C,stack_cathode_inlet_RH_frac,stack_cathode_inlet_flow_kg_s,stack_cathode_inlet_xO2,stack_cathode_outlet_p_kPa_abs,stack_cathode_outlet_T_C,stack_cathode_outlet_RH_frac,stack_cathode_outlet_xO2,egr_valve_opening_frac,exhaust_valve_opening_frac,back_pressure_valve_opening_frac,egr_branch_flow_kg_s,exhaust_branch_flow_kg_s,separator_inlet_RH_frac,separator_outlet_RH_frac,separator_liquid_water_kg_s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
