I_stack_A,V_cell,P_stack_W,pO2_ca_kPa,pCa_kPa,pH2_an_kPa,pAn_kPa,lambda_mem,T_stack_C,xO2_ca,RH_ca,m_membrane_water_kg_s,mO2_react_kg_s,mH2_react_kg_s,mH2O_prod_kg_s,m_ca_out_kg_s,m_an_out_kg_s,energy_residual_W,pO2_ca_in_kPa,xO2_ca_in,RH_ca_in,Q_net_stack_W,res_O2_ca_kg_s,res_N2_ca_kg_s,res_H2Ov_ca_kg_s,res_H2Ol_ca_kg_s,res_H2_an_kg_s,res_H2Ov_an_kg_s,res_H2Ol_an_kg_s,res_membrane_water_pair_kg_s,max_species_residual_kg_s,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,E_rev_V,eta_act_V,eta_ohm_V,eta_con_V,m_fresh_in_kg_s,m_egr_return_kg_s,m_vent_out_kg_s,p_tailgas_kPa,p_stack_downstream_kPa,dp_hum_wet_kPa,dp_separator_kPa,dp_egr_valve_kPa,dp_bp_valve_kPa,case_id,time_s,egr_fraction,max_cathode_residual_kg_s,max_anode_residual_kg_s,energy_reconstructed_W,energy_reconstruction_error_W,voltage_reconstructed_V,voltage_reconstruction_error_V,p_ca_manifold_kPa,p_an_manifold_kPa,p_ca_manifold_delay_kPa,p_an_manifold_delay_kPa,p_stack_downstream_delay_kPa,dp_ca_out_kPa,dp_an_out_kPa,m_stack_ca_out_raw_kg_s,m_an_out_raw_kg_s,dp_ca_manifold_out_kPa,dp_an_manifold_out_kPa,m_ca_manifold_out_kg_s,m_an_manifold_out_kg_s,m_ca_manifold_out_raw_kg_s,m_an_manifold_out_raw_kg_s,p_mixer_kPa,p_egr_return_kPa,dp_egr_to_mixer_kPa,pressure_chain_closure_error_kPa
120,0.76725916155565,1473.13759018685,34.2566851819804,318.607392375304,109.52665197037,109.52665197037,6.2758261758356,66.6210586570819,0.107520057606283,0.64468290930431,1.48014677223584e-05,0.000159185232226778,2.00573989587672e-05,0.000179246611065093,0.00255795120567658,7.02331546129781e-06,-2.9478997021215e-10,30.5217026178867,0.20622436550273,0.103474602690956,545.171073975734,1.0842021724855e-19,2.16840434497101e-19,-5.42101086242752e-20,1.46367293285543e-18,-6.7762635780344e-21,0,0,0,1.46367293285543e-18,934.542409813152,253.491905937978,124.826831232981,11.0525986664591,1.18700557540721,0.401801534467421,0.0178663822415439,7.84971425960907e-05,0.00138366475169371,0,0.00255823919368117,188.826792350132,189.852755913604,0.873588588390125,0.152374975081783,87.5017923501323,87.5017923501323,cc_no_egr,120,0,1.46367293285543e-18,6.7762635780344e-21,545.171073975734,0,0.76725916155565,0,342.583679081888,101.325,101.331695248248,101.325,101.327975152361,217.275697127056,8.20165197036984,0.00291583985544509,5.47050186423668e-05,241.255703929527,16.325,0.00255806313281814,7.02328065366828e-06,0.289506844715433,0.000653,101.325,101.325,-1.4210854715202e-14,0
120,0.76631710178725,1471.32883543152,33.2946592426948,318.344704377675,109.526771921729,109.526771921729,6.27442135722954,66.6255404166371,0.104586816695386,0.644690126669696,1.48045587891119e-05,0.000159185232226778,2.00573989587672e-05,0.000179246611065093,0.00255442593274839,7.02332625087897e-06,4.32009983342141e-11,30.5216710906942,0.206224152484625,0.103466040733448,546.730594500914,-1.0842021724855e-19,6.50521303491303e-19,0,-1.13841228110978e-18,-6.7762635780344e-21,0,0,0,1.13841228110978e-18,936.35116456848,253.736496632875,124.840172543611,11.0439008910798,1.18679324287133,0.402531261699935,0.0178663822415439,7.84971425960907e-05,0.00138366195797765,8.24101583823338e-05,0.00247230475147001,188.746632446862,189.771689022285,0.872816305204456,0.15224027021872,87.4216324468621,87.4216324468621,cc_egr_0p1,120,0.1,1.13841228110978e-18,6.7762635780344e-21,546.730594500914,0,0.76631710178725,0,342.36332600043,101.325,101.331718247398,101.325,101.327985662456,217.012986130276,8.20177192172947,0.00291231427386831,5.47058187179356e-05,241.035340337974,16.325,0.00255453822647713,7.02329059713745e-06,0.289242408405569,0.000653,101.325,101.325,-1.4210854715202e-14,0
